job_title;seniority_level;status;company;location;post_date;headquarter;industry;ownership;company_size;revenue;skills;Revenue_numeric;Revenue Status;AVG_Salary
data scientist;senior;Not specified;company_134;Hyderabad, Telangana, India;a month ago;Seattle, WA, US;Retail;Public;865,476;Ä838.73B;amazon, aws, r, python, scala, sql, machine learning, tableau;838.73;Reported;72043.5
data scientist;lead;on-site;company_273;United States;5 days ago;Menlo Park, CA, US;Technology;Public;94,580;Ä231.89B;machine learning;231.89;Reported;260807
machine learning engineer;senior;Not specified;company_941;Bengaluru, Karnataka, India;8 days ago;Dublin, IE;Technology;Public;492,215;Ä154.11B;aws, gcp, azure;154.11;Reported;20445
data scientist;senior;hybrid;company_003;Bellevue, WA . Hybrid;15 days ago;Bentonville, AR, US;Retail;Public;Ä354.99B;Public;pytorch, aws, python, docker, machine learning, gcp, kubernetes, azure, tensorflow;;Not Reprted (Puplic) ;215268.5
machine learning engineer;junior;on-site;company_881;San Jose, CA;14 days ago;CN;Technology;Private;110,050;Ä129.19B;pytorch, python, neural network, machine learning, deep learning, tensorflow;129.19;Reported;172605.5
data scientist;senior;on-site;company_134;Arlington, VA . West Hollywood, CA . New York, United States . Austin, TX . Palo Alto, CA + 2 More;25 days ago;Seattle, WA, US;Retail;Public;865,466;Ä839.03B;amazon, aws, r, python, scala, sql, machine learning, tableau;839.03;Reported;169733
data scientist;midlevel;on-site;company_395;New York, NY;a month ago;McLean, VA, US;Retail;Public;55,090;Ä36.49B;spark, aws, r, python, scala, sql, machine learning, database, deep learning;36.49;Reported;170380
data scientist;midlevel;on-site;company_273;Burlingame, CA;19 days ago;Menlo Park, CA, US;Technology;Public;94,570;Ä231.94B;sql, machine learning, r, python;231.94;Reported;190890.5
data scientist;senior;on-site;company_134;Seattle, WA;a month ago;Seattle, WA, US;Retail;Public;865,476;Ä838.83B;amazon, aws, r, python, sql, machine learning;838.83;Reported;170196
data scientist;senior;on-site;company_134;Nashville, TN . Bellevue, WA . Austin, TX . Arlington, VA . Bellevue, Washington, United States;11 days ago;Seattle, WA, US;Retail;Public;865,446;Ä839.08B;amazon, spark, r, python, sql, hadoop;839.08;Reported;169732
machine learning engineer;midlevel;Not specified;company_941;Bengaluru, Karnataka, India;15 days ago;Dublin, IE;Technology;Public;492,255;Ä154.41B;sql, python;154.41;Reported;18492.5
data scientist;senior;hybrid;company_008;Bengaluru, Karnataka, India . Hybrid;8 days ago;San Jose, CA, US;Technology;Public;34,670;Ä82.20B;Not Defined;82.2;Reported;40374
machine learning engineer;midlevel;Not specified;company_941;Bengaluru, Karnataka, India;15 days ago;Dublin, IE;Technology;Public;492,215;Ä154.16B;pytorch, aws, python, docker, machine learning, azure, tensorflow;154.16;Reported;18489.5
data scientist;midlevel;on-site;company_134;Seattle, WA;24 days ago;Seattle, WA, US;Retail;Public;865,436;Ä838.98B;amazon, r, python, sql, machine learning;838.98;Reported;165595.5
data scientist;senior;hybrid;company_008;Scottsdale, AZ . Hybrid;2 months ago;San Jose, CA, US;Technology;Public;34,660;Ä82.25B;sql, powerbi, tableau, python;82.25;Reported;158235
data scientist;senior;on-site;company_917;Mountain View, CA;5 days ago;Mountain View, CA, US;Technology;Public;258,770;Ä1.40T;sql, r, python;1.40T;Reported;157774
machine learning engineer;midlevel;on-site;company_244;Palo Alto, CA . Palo Alto, California, United States . On-site;a month ago;New York, NY, US;Finance;Public;290,770;Ä352.55B;pandas, numpy, pytorch, scikit-learn, machine learning, deep learning, tensorflow;352.55;Reported;131552
data scientist;lead;Not specified;company_244;Hyderabad, Telangana, India . Haidar?b?d, Telang?na, Indie;a month ago;New York, NY, US;Finance;Public;290,770;Ä352.85B;pytorch, machine learning, tensorflow, python;352.85;Reported;54950
data scientist;senior;Not specified;company_171;Bengaluru, Karnataka, India . Bangalore, Karnataka, India;22 days ago;Armonk, NY, US;Technology;Public;524,628;Ä120.24B;docker, kubernetes, java;120.24;Reported;43179
machine learning engineer;senior;Not specified;company_941;Bengaluru, Karnataka, India;8 days ago;Dublin, IE;Technology;Public;492,225;Ä154.11B;aws, gcp, azure;154.11;Reported;20445
data scientist;lead;on-site;company_244;New York, NY . On-site;21 days ago;New York, NY, US;Finance;Public;290,760;Ä352.90B;machine learning, r, python;352.9;Reported;165589
data scientist;senior;hybrid;company_003;Sunnyvale, CA . Hybrid;15 days ago;Bentonville, AR, US;Retail;Public;Ä354.99B;Public;spark, r, python, scala, sql, machine learning, tensorflow;;Not Reprted (Puplic) ;183991
data scientist;midlevel;on-site;company_134;North Reading, MA . North Reading, Massachusetts, USA;a month ago;Seattle, WA, US;Retail;Public;865,416;Ä839.03B;amazon, python, sql, hadoop, machine learning;839.03;Reported;171571
machine learning engineer;midlevel;Not specified;company_941;Bengaluru, Karnataka, India;19 days ago;Dublin, IE;Technology;Public;492,235;Ä154.36B;machine learning;154.36;Reported;18491.5
data scientist;senior;on-site;company_917;Dublin, County Dublin, Ireland;8 days ago;Mountain View, CA, US;Technology;Public;258,760;Ä1.50T;sql, r, python;1.50T;Reported;112544
data scientist;senior;on-site;company_003;Sunnyvale, CA;17 days ago;Bentonville, AR, US;Retail;Public;Ä354.99B;Public;spark, r, python, scala, sql, machine learning, tensorflow;;Not Reprted (Puplic) ;197332
data scientist;midlevel;on-site;company_917;Mountain View, CA;7 days ago;Mountain View, CA, US;Technology;Public;258,810;Ä1.20T;sql, r, python;1.20T;Reported;157770
data engineer;senior;on-site;company_134;Seattle, WA;3 months ago;Seattle, WA, US;Retail;Public;865,476;Ä839.08B;amazon, aws;839.08;Reported;170196
data scientist;lead;Not specified;company_244;London, England, United Kingdom;19 days ago;New York, NY, US;Finance;Public;290,750;Ä352.75B;Not Defined;352.75;Reported;119399.5
data scientist;lead;on-site;company_273;Menlo Park, CA;12 days ago;Menlo Park, CA, US;Technology;Public;94,580;Ä231.89B;sql, machine learning, r, python;231.89;Reported;224007
data scientist;midlevel;on-site;company_395;McLean, VA;17 days ago;McLean, VA, US;Retail;Public;55,090;Ä36.34B;spark, aws, r, python, scala, sql, machine learning, database, deep learning;36.34;Reported;170377
data scientist;lead;on-site;company_395;New York, NY;21 days ago;McLean, VA, US;Retail;Public;55,150;Ä36.34B;aws, r, python, scala, machine learning, database, deep learning;36.34;Reported;283481.5
data scientist;senior;on-site;company_273;Burlingame, CA;a month ago;Menlo Park, CA, US;Technology;Public;94,560;Ä231.94B;sql, machine learning, r, python;231.94;Reported;190894.5
data scientist;senior;Not specified;company_844;San Diego, CA;22 days ago;Mountain View, CA, US;Technology;Public;17,030;Ä95.22B;r, python, sql, machine learning, tableau;95.22;Reported;163752
data scientist;senior;on-site;company_134;Austin, TX . Bellevue, WA . New York, United States;a month ago;Seattle, WA, US;Retail;Public;865,416;Ä839.08B;amazon, r, python, sql, machine learning;839.08;Reported;156391
data scientist;lead;on-site;company_395;New York, NY;a month ago;McLean, VA, US;Retail;Public;55,140;Ä36.44B;spark, aws, r, python, scala, sql, machine learning, database, deep learning;36.44;Reported;207817
data scientist;senior;Not specified;company_171;Hyderabad, Telangana, India;15 days ago;Armonk, NY, US;Technology;Public;524,568;Ä120.34B;database, machine learning, java;120.34;Reported;40276.5
data scientist;senior;hybrid;company_983;Arlington, VA . Hybrid;4 days ago;McLean, VA, US;Technology;Public;27,010;Public;spark, r, python, sql, hadoop, machine learning;;Not Reprted (Puplic) ;149030.5
data scientist;senior;Not specified;company_844;San Diego, CA;9 days ago;Mountain View, CA, US;Technology;Public;17,050;Ä95.27B;r, python, sql, machine learning, tableau;95.27;Reported;163754
data scientist;senior;on-site;company_134;Seattle, WA . Cupertino, CA;a month ago;Seattle, WA, US;Retail;Public;865,416;Ä838.73B;amazon, aws, r, python, sql, machine learning;838.73;Reported;165591.5
data scientist;lead;on-site;company_244;Columbus, OH . On-site;11 days ago;New York, NY, US;Finance;Public;290,780;Ä352.70B;pandas, numpy, pytorch, spark, aws, scikit-learn, python, sql, keras, machine learning, tensorflow;352.7;Reported;137996
data scientist;midlevel;on-site;company_273;New York, NY;a month ago;Menlo Park, CA, US;Technology;Public;94,560;Ä232.14B;sql, machine learning, r, python;232.14;Reported;160530
machine learning engineer;senior;Not specified;company_941;Bengaluru, Karnataka, India;8 days ago;Dublin, IE;Technology;Public;492,215;Ä154.16B;aws, gcp, azure;154.16;Reported;20440
data scientist;senior;on-site;company_134;Seattle, WA . Arlington, VA;8 days ago;Seattle, WA, US;Retail;Public;865,466;Ä838.88B;amazon, spark, r, python, sql, hadoop, machine learning;838.88;Reported;165588.5
data scientist;senior;on-site;company_917;Mountain View, CA;5 days ago;Mountain View, CA, US;Technology;Public;258,810;Ä1.45T;sql, r, python;1.45T;Reported;251602
data scientist;senior;on-site;company_395;San Jose, CA;13 days ago;McLean, VA, US;Retail;Public;55,110;Ä36.49B;pytorch, aws, r, python, scala, sql, database, machine learning;36.49;Reported;142918
data scientist;midlevel;hybrid;company_008;Chicago, IL . Hybrid;2 months ago;San Jose, CA, US;Technology;Public;34,650;Ä82.45B;r, python, sql, machine learning, tableau;82.45;Reported;154712
data scientist;senior;on-site;company_134;Palo Alto, CA . Austin, TX . West Hollywood, CA . Arlington, VA . Seattle, WA + 1 More;8 days ago;Seattle, WA, US;Retail;Public;865,466;Ä838.88B;amazon, r, python, scala, sql, machine learning;838.88;Reported;169733
data scientist;senior;on-site;company_273;Bellevue, WA;7 days ago;Menlo Park, CA, US;Technology;Public;94,590;Ä231.94B;spark, powerbi, r, python, sql, machine learning, tableau;231.94;Reported;160532
data scientist;senior;Not specified;company_917;Bengaluru, Karnataka, India;23 days ago;Mountain View, CA, US;Technology;Public;258,810;Ä1.45T;sql, r, python;1.45T;Reported;42805
data scientist;midlevel;Not specified;company_244;London, England, United Kingdom;7 days ago;New York, NY, US;Finance;Public;290,800;Ä352.70B;sql, machine learning, python;352.7;Reported;97625
data scientist;senior;Not specified;company_844;New York, NY;8 days ago;Mountain View, CA, US;Technology;Public;17,030;Ä95.07B;tableau, sql, r, python;95.07;Reported;170193
data scientist;senior;on-site;company_003;Bentonville, AR;17 days ago;Bentonville, AR, US;Retail;Public;Ä354.99B;Public;pytorch, spark, r, python, scala, machine learning, azure, tensorflow;;Not Reprted (Puplic) ;197334
data scientist;senior;on-site;company_003;Sunnyvale, CA;19 days ago;Bentonville, AR, US;Retail;Public;Ä354.99B;Public;numpy, pytorch, spark, r, python, scikit-learn, scala, bash, java, sql, machine learning, gcp, deep learning, matplotlib, tensorflow;;Not Reprted (Puplic) ;161456
data scientist;junior;on-site;company_030;Belarus;6 days ago;Newtown, PA, US;Technology;Public;49,540;Public;spark, aws, python, sql, machine learning, gcp, azure;;Not Reprted (Puplic) ;22087
data scientist;lead;on-site;company_917;San Bruno, CA;8 days ago;Mountain View, CA, US;Technology;Public;258,770;Ä1.20T;sql, r, python;1.20T;Reported;224469
machine learning engineer;senior;hybrid;company_008;San Jose, CA . Hybrid;a month ago;San Jose, CA, US;Technology;Public;34,630;Ä82.10B;pytorch, python, sql, machine learning, gcp, hadoop, deep learning, tensorflow;82.1;Reported;235482
data scientist;senior;on-site;company_003;Bentonville, AR;18 days ago;Bentonville, AR, US;Retail;Public;Ä354.99B;Public;pytorch, spark, r, python, scala, neural network, machine learning, deep learning, tensorflow;;Not Reprted (Puplic) ;151789.5
data scientist;lead;on-site;company_273;Bellevue, WA;19 days ago;Menlo Park, CA, US;Technology;Public;94,590;Ä232.19B;machine learning;232.19;Reported;260803
data scientist;senior;on-site;company_917;Mountain View, CA;15 days ago;Mountain View, CA, US;Technology;Public;258,810;Ä1.35T;sql, r, python;1.35T;Reported;224466
data scientist;midlevel;on-site;company_134;Seattle, WA;2 days ago;Seattle, WA, US;Retail;Public;865,446;Ä839.08B;amazon, r, python, sql, machine learning;839.08;Reported;165596.5
data scientist;senior;on-site;company_917;Mountain View, CA;5 days ago;Mountain View, CA, US;Technology;Public;258,820;Ä1.45T;sql, r, python;1.45T;Reported;208825
machine learning engineer;midlevel;Not specified;company_941;Bengaluru, Karnataka, India;22 days ago;Dublin, IE;Technology;Public;492,205;Ä154.11B;machine learning;154.11;Reported;18490.5
data scientist;senior;remote;company_083;Gothenburg, V?stra G?taland County, Sweden . Fully Remote;5 days ago;Paris, IDF, FR;Technology;Private;263,570;Ä25.49B;pandas, amazon, pytorch, aws, git, python, docker, sql, kubernetes, azure;25.49;Reported;60795
data scientist;senior;on-site;company_395;San Jose, CA;16 days ago;McLean, VA, US;Retail;Public;55,130;Ä36.44B;pytorch, aws, r, python, scala, sql, database, machine learning;36.44;Reported;170379
data scientist;lead;Not specified;company_291;Delhi Cantonment, Delhi, India;4 days ago;Bengaluru, KA, IN;Technology;Public;261,030;Ä71.50B;Not Defined;71.5;Reported;9657
data scientist;senior;on-site;company_003;San Bruno, CA;17 days ago;Bentonville, AR, US;Retail;Public;Ä354.99B;Public;spark, r, python, scala, sql, machine learning, tensorflow;;Not Reprted (Puplic) ;197331
data scientist;senior;on-site;company_134;Bellevue, WA . Austin, TX . Nashville, TN . Tempe, AZ;16 days ago;Seattle, WA, US;Retail;Public;865,476;Ä838.83B;amazon, aws, r, python, sql, tableau;838.83;Reported;167431
data scientist;senior;Not specified;company_083;Camden, NJ;4 months ago;Paris, IDF, FR;Technology;Private;263,580;Ä25.34B;r, python, sql, machine learning, azure;25.34;Reported;102376
data scientist;senior;hybrid;company_008;San Jose, CA . Hybrid;a month ago;San Jose, CA, US;Technology;Public;34,670;Ä82.20B;tableau, sql, r, python;82.2;Reported;154710
data scientist;senior;on-site;company_917;Chicago, IL . Sunnyvale, CA;20 days ago;Mountain View, CA, US;Technology;Public;258,790;Ä1.50T;sql, machine learning, r, python;1.50T;Reported;224472
data scientist;senior;on-site;company_134;New York, United States . Los Angeles Metropolitan Area . Seattle, WA . Austin, TX . Arlington, VA + 2 More;7 days ago;Seattle, WA, US;Retail;Public;865,426;Ä838.88B;amazon, r, python, scala, sql, machine learning;838.88;Reported;151797.5
data scientist;senior;on-site;company_844;San Francisco, CA;5 days ago;Mountain View, CA, US;Technology;Public;17,020;Ä95.27B;sql, machine learning, r, python;95.27;Reported;168122
data scientist;senior;on-site;company_244;New York, NY . On-site;6 days ago;New York, NY, US;Finance;Public;290,780;Ä352.80B;pandas, numpy, python, sql, machine learning, tableau;352.8;Reported;163154
data scientist;midlevel;on-site;company_244;Plano, TX . On-site;6 days ago;New York, NY, US;Finance;Public;290,800;Ä352.60B;pytorch, spark, python, sql, keras, machine learning, tensorflow;352.6;Reported;160993
data engineer;senior;Not specified;company_134;Vancouver, British Columbia, Canada;21 days ago;Seattle, WA, US;Retail;Public;865,426;Ä838.83B;amazon, aws, python, scala, java, airflow, sql;838.83;Reported;126909.5
data scientist;midlevel;on-site;company_273;Bellevue, WA;19 days ago;Menlo Park, CA, US;Technology;Public;94,580;Ä232.09B;sql, machine learning, r, python;232.09;Reported;190887.5
data scientist;senior;on-site;company_003;Sunnyvale, CA;17 days ago;Bentonville, AR, US;Retail;Public;Ä354.99B;Public;spark, r, python, scala, sql, machine learning, tensorflow;;Not Reprted (Puplic) ;197329
machine learning engineer;senior;on-site;company_134;Seattle, WA;6 days ago;Seattle, WA, US;Retail;Public;865,436;Ä838.98B;amazon, machine learning;838.98;Reported;165590.5
